96048 silly lifecycle destroy@1.0.4~preinstall: no script for preinstall, continuing
97736 silly finalize D:\nodejs-project\2015work\node_modules\ordered-read-streams
97737 silly finalize D:\nodejs-project\2015work\node_modules\merge-stream
97738 silly finalize D:\nodejs-project\2015work\node_modules\lazystream
97739 silly finalize D:\nodejs-project\2015work\node_modules\duplexer2
97740 silly finalize D:\nodejs-project\2015work\node_modules\stream-combiner2
97741 silly finalize D:\nodejs-project\2015work\node_modules\got
97742 silly finalize D:\nodejs-project\2015work\node_modules\are-we-there-yet
97743 silly finalize D:\nodejs-project\2015work\node_modules\imagemin-svgo\node_modules\readable-stream
97744 silly finalize D:\nodejs-project\2015work\node_modules\imagemin-jpegtran\node_modules\readable-stream
97745 silly finalize D:\nodejs-project\2015work\node_modules\gulp-util\node_modules\readable-stream
97746 silly finalize D:\nodejs-project\2015work\node_modules\gulp-sourcemaps\node_modules\readable-stream
97747 silly finalize D:\nodejs-project\2015work\node_modules\extract-zip\node_modules\readable-stream
97748 silly finalize D:\nodejs-project\2015work\node_modules\extract-zip\node_modules\concat-stream
97749 silly finalize D:\nodejs-project\2015work\node_modules\extract-zip
97750 silly finalize D:\nodejs-project\2015work\node_modules\download\node_modules\through2\node_modules\readable-stream
97751 silly finalize D:\nodejs-project\2015work\node_modules\decompress\node_modules\through2\node_modules\readable-stream
97752 silly finalize D:\nodejs-project\2015work\node_modules\decompress-unzip\node_modules\readable-stream
97753 silly finalize D:\nodejs-project\2015work\node_modules\concat-stream\node_modules\readable-stream
97754 silly finalize D:\nodejs-project\2015work\node_modules\concat-stream
97755 silly finalize D:\nodejs-project\2015work\node_modules\gzip-size
97756 silly finalize D:\nodejs-project\2015work\node_modules\bl\node_modules\readable-stream
97757 silly finalize D:\nodejs-project\2015work\node_modules\bl
97758 silly finalize D:\nodejs-project\2015work\node_modules\utils-merge
97759 silly finalize D:\nodejs-project\2015work\node_modules\connect
97760 silly finalize D:\nodejs-project\2015work\node_modules\uuid
97761 silly finalize D:\nodejs-project\2015work\node_modules\tempfile
97762 silly finalize D:\nodejs-project\2015work\node_modules\exec-buffer
97763 silly finalize D:\nodejs-project\2015work\node_modules\vali-date
97764 silly finalize D:\nodejs-project\2015work\node_modules\validate-npm-package-license
97765 silly finalize D:\nodejs-project\2015work\node_modules\normalize-package-data
97766 silly finalize D:\nodejs-project\2015work\node_modules\read-pkg
97767 silly finalize D:\nodejs-project\2015work\node_modules\read-pkg-up
97768 silly finalize D:\nodejs-project\2015work\node_modules\meow
97769 silly finalize D:\nodejs-project\2015work\node_modules\pretty-bytes
97770 silly finalize D:\nodejs-project\2015work\node_modules\maxmin
97771 silly finalize D:\nodejs-project\2015work\node_modules\grunt-contrib-uglify
97772 silly finalize D:\nodejs-project\2015work\node_modules\grunt-contrib-cssmin
97773 silly finalize D:\nodejs-project\2015work\node_modules\lpad-align
97774 silly finalize D:\nodejs-project\2015work\node_modules\squeak
97775 silly finalize D:\nodejs-project\2015work\node_modules\logalot
97776 silly finalize D:\nodejs-project\2015work\node_modules\gulp-util\node_modules\dateformat
97777 silly finalize D:\nodejs-project\2015work\node_modules\find-versions
97778 silly finalize D:\nodejs-project\2015work\node_modules\bin-version
97779 silly finalize D:\nodejs-project\2015work\node_modules\bin-version-check
97780 silly finalize D:\nodejs-project\2015work\node_modules\executable
97781 silly finalize D:\nodejs-project\2015work\node_modules\bin-check
97782 silly finalize D:\nodejs-project\2015work\node_modules\verror
97783 silly finalize D:\nodejs-project\2015work\node_modules\jsprim
97784 silly finalize D:\nodejs-project\2015work\node_modules\phantomjs\node_modules\http-signature
97785 silly finalize D:\nodejs-project\2015work\node_modules\vinyl
97786 silly finalize D:\nodejs-project\2015work\node_modules\buffer-to-vinyl
97787 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-assign
97788 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\clone
97789 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\graceful-fs
97790 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\minimatch
97791 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\object-assign
97792 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\ordered-read-streams
97793 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\strip-bom
97794 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\vinyl
97795 silly finalize D:\nodejs-project\2015work\node_modules\weinre\node_modules\nopt
97796 silly finalize D:\nodejs-project\2015work\node_modules\weinre
97797 silly finalize D:\nodejs-project\2015work\node_modules\browser-sync-ui
97798 silly finalize D:\nodejs-project\2015work\node_modules\whet.extend
97799 silly finalize D:\nodejs-project\2015work\node_modules\svgo
97800 silly finalize D:\nodejs-project\2015work\node_modules\grunt-svgmin\node_modules\svgo
97801 silly finalize D:\nodejs-project\2015work\node_modules\grunt-svgmin
97802 silly finalize D:\nodejs-project\2015work\node_modules\which
97803 silly finalize D:\nodejs-project\2015work\node_modules\grunt-legacy-util
97804 silly finalize D:\nodejs-project\2015work\node_modules\grunt-contrib-sass
97805 silly finalize D:\nodejs-project\2015work\node_modules\grunt
97806 silly finalize D:\nodejs-project\2015work\node_modules\which-module
97807 silly finalize D:\nodejs-project\2015work\node_modules\wide-align
97808 silly finalize D:\nodejs-project\2015work\node_modules\gauge
97809 silly finalize D:\nodejs-project\2015work\node_modules\npmlog
97810 silly finalize D:\nodejs-project\2015work\node_modules\window-size
97811 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\ansi-regex
97812 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\ansi-styles
97813 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\has-ansi
97814 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\lodash
97815 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\minimatch
97816 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\strip-ansi
97817 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\supports-color
97818 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\chalk
97819 silly finalize D:\nodejs-project\2015work\node_modules\wordwrap
97820 silly finalize D:\nodejs-project\2015work\node_modules\uglify-js\node_modules\yargs
97821 silly finalize D:\nodejs-project\2015work\node_modules\uglify-js
97822 silly finalize D:\nodejs-project\2015work\node_modules\html-minifier
97823 silly finalize D:\nodejs-project\2015work\node_modules\grunt-contrib-htmlmin
97824 silly finalize D:\nodejs-project\2015work\node_modules\optionator
97825 silly finalize D:\nodejs-project\2015work\node_modules\optimist
97826 silly finalize D:\nodejs-project\2015work\node_modules\bower-config
97827 silly finalize D:\nodejs-project\2015work\node_modules\cliui
97828 silly finalize D:\nodejs-project\2015work\node_modules\handlebars\node_modules\yargs
97829 silly finalize D:\nodejs-project\2015work\node_modules\handlebars\node_modules\uglify-js
97830 silly finalize D:\nodejs-project\2015work\node_modules\handlebars
97831 silly finalize D:\nodejs-project\2015work\node_modules\wrap-ansi
97832 silly finalize D:\nodejs-project\2015work\node_modules\sass-graph\node_modules\cliui
97833 silly finalize D:\nodejs-project\2015work\node_modules\localtunnel\node_modules\cliui
97834 silly finalize D:\nodejs-project\2015work\node_modules\browser-sync\node_modules\cliui
97835 silly finalize D:\nodejs-project\2015work\node_modules\wrap-fn
97836 silly finalize D:\nodejs-project\2015work\node_modules\ware
97837 silly finalize D:\nodejs-project\2015work\node_modules\wrappy
97838 silly finalize D:\nodejs-project\2015work\node_modules\once
97839 silly finalize D:\nodejs-project\2015work\node_modules\run-async
97840 silly finalize D:\nodejs-project\2015work\node_modules\inquirer
97841 silly finalize D:\nodejs-project\2015work\node_modules\end-of-stream
97842 silly finalize D:\nodejs-project\2015work\node_modules\duplexify\node_modules\end-of-stream
97843 silly finalize D:\nodejs-project\2015work\node_modules\duplexify
97844 silly finalize D:\nodejs-project\2015work\node_modules\inflight
97845 silly finalize D:\nodejs-project\2015work\node_modules\wiredep\node_modules\glob
97846 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\glob
97847 silly finalize D:\nodejs-project\2015work\node_modules\sass-graph\node_modules\glob
97848 silly finalize D:\nodejs-project\2015work\node_modules\node-sass\node_modules\glob
97849 silly finalize D:\nodejs-project\2015work\node_modules\node-sass\node_modules\globule
97850 silly finalize D:\nodejs-project\2015work\node_modules\node-sass\node_modules\gaze
97851 silly finalize D:\nodejs-project\2015work\node_modules\node-gyp\node_modules\glob
97852 silly finalize D:\nodejs-project\2015work\node_modules\grunt-newer\node_modules\glob
97853 silly finalize D:\nodejs-project\2015work\node_modules\grunt-newer\node_modules\rimraf
97854 silly finalize D:\nodejs-project\2015work\node_modules\grunt-newer
97855 silly finalize D:\nodejs-project\2015work\node_modules\globby\node_modules\glob
97856 silly finalize D:\nodejs-project\2015work\node_modules\globby
97857 silly finalize D:\nodejs-project\2015work\node_modules\del
97858 silly finalize D:\nodejs-project\2015work\node_modules\glob-stream\node_modules\glob
97859 silly finalize D:\nodejs-project\2015work\node_modules\eslint\node_modules\glob
97860 silly finalize D:\nodejs-project\2015work\node_modules\commoner\node_modules\glob
97861 silly finalize D:\nodejs-project\2015work\node_modules\commoner
97862 silly finalize D:\nodejs-project\2015work\node_modules\write
97863 silly finalize D:\nodejs-project\2015work\node_modules\flat-cache
97864 silly finalize D:\nodejs-project\2015work\node_modules\file-entry-cache
97865 silly finalize D:\nodejs-project\2015work\node_modules\ws
97866 silly finalize D:\nodejs-project\2015work\node_modules\engine.io
97867 silly finalize D:\nodejs-project\2015work\node_modules\xml-escape
97868 silly finalize D:\nodejs-project\2015work\node_modules\xmlhttprequest-ssl
97869 silly finalize D:\nodejs-project\2015work\node_modules\xtend
97870 silly finalize D:\nodejs-project\2015work\node_modules\through2-filter\node_modules\through2
97871 silly finalize D:\nodejs-project\2015work\node_modules\through2-filter
97872 silly finalize D:\nodejs-project\2015work\node_modules\unique-stream
97873 silly finalize D:\nodejs-project\2015work\node_modules\through2
97874 silly finalize D:\nodejs-project\2015work\node_modules\wiredep
97875 silly finalize D:\nodejs-project\2015work\node_modules\grunt-wiredep
97876 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\merge-stream
97877 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs\node_modules\glob-stream
97878 silly finalize D:\nodejs-project\2015work\node_modules\vinyl-fs
97879 silly finalize D:\nodejs-project\2015work\node_modules\glob-stream
97880 silly finalize D:\nodejs-project\2015work\node_modules\tar-stream
97881 silly finalize D:\nodejs-project\2015work\node_modules\decompress-targz
97882 silly finalize D:\nodejs-project\2015work\node_modules\decompress-tarbz2
97883 silly finalize D:\nodejs-project\2015work\node_modules\decompress-tar
97884 silly finalize D:\nodejs-project\2015work\node_modules\is-my-json-valid
97885 silly finalize D:\nodejs-project\2015work\node_modules\har-validator
97886 silly finalize D:\nodejs-project\2015work\node_modules\request
97887 silly finalize D:\nodejs-project\2015work\node_modules\node-gyp
97888 silly finalize D:\nodejs-project\2015work\node_modules\phantomjs\node_modules\request
97889 silly finalize D:\nodejs-project\2015work\node_modules\phantomjs
97890 silly finalize D:\nodejs-project\2015work\node_modules\grunt-lib-phantomjs
97891 silly finalize D:\nodejs-project\2015work\node_modules\grunt-mocha
97892 silly finalize D:\nodejs-project\2015work\node_modules\eslint
97893 silly finalize D:\nodejs-project\2015work\node_modules\grunt-eslint
97894 silly finalize D:\nodejs-project\2015work\node_modules\imagemin-svgo\node_modules\through2
97895 silly finalize D:\nodejs-project\2015work\node_modules\imagemin-svgo
97896 silly finalize D:\nodejs-project\2015work\node_modules\imagemin-jpegtran\node_modules\through2
97897 silly finalize D:\nodejs-project\2015work\node_modules\gulp-util\node_modules\through2
97898 silly finalize D:\nodejs-project\2015work\node_modules\gulp-util
97899 silly finalize D:\nodejs-project\2015work\node_modules\gulp-sourcemaps\node_modules\through2
97900 silly finalize D:\nodejs-project\2015work\node_modules\gulp-sourcemaps
97901 silly finalize D:\nodejs-project\2015work\node_modules\download\node_modules\through2
97902 silly finalize D:\nodejs-project\2015work\node_modules\download\node_modules\vinyl-fs
97903 silly finalize D:\nodejs-project\2015work\node_modules\decompress\node_modules\through2
97904 silly finalize D:\nodejs-project\2015work\node_modules\decompress\node_modules\vinyl-fs
97905 silly finalize D:\nodejs-project\2015work\node_modules\decompress-unzip\node_modules\through2
97906 silly finalize D:\nodejs-project\2015work\node_modules\y18n
97907 silly finalize D:\nodejs-project\2015work\node_modules\localtunnel\node_modules\yargs
97908 silly finalize D:\nodejs-project\2015work\node_modules\localtunnel
97909 silly finalize D:\nodejs-project\2015work\node_modules\yallist
97910 silly finalize D:\nodejs-project\2015work\node_modules\node-sass\node_modules\lru-cache
